City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Karpogory,RU,2023-01-06 04:11:00,64.0019,44.4451,-12.48,97,97,7.25
275,Sri Aman,MY,2023-01-06 04:12:01,1.2376,111.4621,86.04,65,100,4.45
276,Karasuk,RU,2023-01-06 04:12:01,53.7377,78.0403,16.86,96,100,5.06
277,Hasaki,JP,2023-01-06 04:12:02,35.7333,140.8333,52.29,37,100,4.65
278,Vinh,VN,2023-01-06 04:12:02,18.6667,105.6667,65.75,83,100,9.06
279,Bengkulu,ID,2023-01-06 04:12:03,-3.8004,102.2655,82.49,68,60,5.03
280,Palmer,US,2023-01-06 04:12:03,42.1584,-72.3287,40.24,85,100,3.44
281,Zhangye,CN,2023-01-06 04:12:04,38.9342,100.4517,40.28,16,0,7.56
282,Tahoua,NE,2023-01-06 04:12:04,14.8888,5.2692,61.63,26,31,11.14
283,Kumluca,TR,2023-01-06 04:12:05,36.3703,30.2869,54.32,64,0,5.03
284,Rossland,CA,2023-01-06 04:12:05,49.0831,-117.8022,27.63,77,99,0.63
285,Avera,US,2023-01-06 04:12:06,33.194,-82.5271,49.55,66,0,9.04
286,Kailua,US,2023-01-06 04:12:06,21.4022,-157.7394,78.78,79,75,6.91
287,Ordu,TR,2023-01-06 04:12:07,40.9086,37.6845,30.7,69,70,8.3
288,Nikolsk,RU,2023-01-06 04:12:07,53.7189,46.0712,7.21,95,100,11.48
289,Veroce,HU,2023-01-06 04:12:08,47.8247,19.0348,46.72,80,50,9.71
290,Maldonado,UY,2023-01-06 04:12:08,-34.6667,-54.9167,63.79,71,84,9.66
291,Alofi,NU,2023-01-06 04:12:09,-19.0595,-169.9187,78.33,76,100,17.05
292,Vestmannaeyjar,IS,2023-01-06 04:12:09,63.4427,-20.2734,30.45,79,100,8.86
293,Batagay,RU,2023-01-06 04:12:10,67.6333,134.6333,-40.77,100,99,1.95
294,Jining,CN,2023-01-06 04:12:11,35.405,116.5814,53.38,18,0,13.15
295,Takoradi,GH,2023-01-06 04:12:11,4.8845,-1.7554,77.5,79,72,5.37
296,Kuching,MY,2023-01-06 04:12:11,1.55,110.3333,88.02,79,40,9.22
297,Rocha,UY,2023-01-06 04:10:26,-34.4833,-54.3333,58.86,91,48,7.0
298,Powell River,CA,2023-01-06 04:12:12,49.8496,-124.5361,52.0,85,100,18.03
299,Beloha,MG,2023-01-06 04:12:13,-25.1667,45.05,74.3,82,66,6.44
300,Maniitsoq,GL,2023-01-06 04:12:13,65.4167,-52.9,17.64,58,64,7.96
301,Chokurdakh,RU,2023-01-06 04:12:14,70.6333,147.9167,-49.04,100,99,2.89
302,Yangjiang,CN,2023-01-06 04:11:30,21.85,111.9667,74.52,46,59,11.52
303,Mildura,AU,2023-01-06 04:08:26,-34.2,142.15,87.08,32,0,11.23
304,Pontes E Lacerda,BR,2023-01-06 04:12:15,-15.2261,-59.3353,68.77,98,62,1.41
305,Adrar,MR,2023-01-06 04:12:15,20.5022,-10.0711,56.57,21,37,11.7
306,Kirakira,SB,2023-01-06 04:12:16,-10.4544,161.9205,82.99,80,51,8.55
307,Matagami,CA,2023-01-06 04:12:16,49.7502,-77.6328,-0.9,99,47,3.04
308,Margate,GB,2023-01-06 04:12:17,51.3813,1.3862,51.87,87,100,7.0
309,Point Pedro,LK,2023-01-06 04:09:19,9.8167,80.2333,78.42,78,100,18.77
310,La Grande,US,2023-01-06 04:10:15,45.3246,-118.0877,40.06,81,100,6.96
311,Atambua,ID,2023-01-06 04:12:18,-9.1061,124.8925,78.39,81,86,9.44
312,Xinqing,CN,2023-01-06 04:12:18,48.2333,129.5,5.9,74,27,2.68
313,Bontang,ID,2023-01-06 04:12:19,0.1333,117.5,86.47,61,99,4.38
314,Pimentel,PE,2023-01-06 04:12:19,-6.8367,-79.9342,68.29,88,0,17.27
315,Linxi,CN,2023-01-06 04:12:20,39.7,118.4333,39.51,26,1,13.38
316,Svetlogorsk,BY,2023-01-06 04:12:20,52.6333,29.7333,19.11,82,99,14.45
317,Yar-Sale,RU,2023-01-06 04:12:21,66.8333,70.8333,-20.87,100,100,9.91
318,Leh,IN,2023-01-06 04:12:21,34.1667,77.5833,5.76,43,30,1.99
319,Necochea,AR,2023-01-06 04:12:22,-38.5473,-58.7368,63.16,77,24,9.31
320,Coari,BR,2023-01-06 04:12:22,-4.085,-63.1414,73.74,97,100,1.72
321,Zapolyarnyy,RU,2023-01-06 04:13:23,69.4154,30.8136,22.28,89,100,8.52
322,Srednekolymsk,RU,2023-01-06 04:12:21,67.45,153.6833,-47.18,99,97,1.54
323,Indian Head,US,2023-01-06 04:13:24,38.6001,-77.1622,52.14,69,0,10.36
324,Dubbo,AU,2023-01-06 04:13:24,-32.25,148.6167,80.73,32,40,17.27
325,Torbay,CA,2023-01-06 04:13:24,47.6666,-52.7314,21.38,76,96,7.0
326,Burnie,AU,2023-01-06 04:13:25,-41.0667,145.9167,62.28,72,87,8.52
327,Molepolole,BW,2023-01-06 04:13:26,-24.4066,25.4951,67.62,76,48,3.53
328,Leningradskiy,RU,2023-01-06 04:13:26,69.3833,178.4167,-21.77,96,99,8.37
329,Kodiak,US,2023-01-06 04:13:26,57.79,-152.4072,24.31,86,0,6.91
330,Krasnoselkup,RU,2023-01-06 04:13:27,65.7,82.4667,-29.97,86,56,9.8
331,Key West,US,2023-01-06 04:11:32,24.5557,-81.7826,75.99,94,0,3.44
332,Tucumcari,US,2023-01-06 04:12:39,35.1717,-103.725,52.95,42,0,13.8
333,Rawson,AR,2023-01-06 04:11:01,-43.3002,-65.1023,76.6,43,34,22.19
334,Araouane,ML,2023-01-06 04:13:29,18.9048,-3.5265,63.01,22,100,10.42
335,Mount Isa,AU,2023-01-06 04:13:29,-20.7333,139.5,91.17,35,89,8.05
336,Yorkton,CA,2023-01-06 04:13:30,51.2167,-102.4677,4.84,85,100,2.3
337,Haines Junction,CA,2023-01-06 04:13:30,60.7522,-137.5108,7.61,98,100,1.43
338,Tilichiki,RU,2023-01-06 04:13:31,60.4667,166.1,-24.39,93,18,11.21
339,Hirado,JP,2023-01-06 04:13:31,33.3597,129.5531,56.39,53,41,12.95
340,Sao Jose Do Campestre,BR,2023-01-06 04:13:31,-6.3156,-35.7139,72.41,88,3,4.05
341,Springville,US,2023-01-06 04:13:32,40.1652,-111.6107,37.56,82,100,5.75
342,Sakakah,SA,2023-01-06 04:12:33,29.9697,40.2064,45.39,81,0,1.7
343,Craig,US,2023-01-06 04:12:48,40.5153,-107.5464,21.15,73,75,0.0
344,Lagoa,PT,2023-01-06 04:13:33,39.05,-27.9833,59.63,85,100,30.24
345,Kavaratti,IN,2023-01-06 04:13:33,10.5669,72.642,80.94,66,0,8.77
346,Korla,CN,2023-01-06 04:13:34,41.7597,86.1469,25.57,38,6,3.44
347,Vostok,RU,2023-01-06 04:13:34,46.4856,135.8833,9.27,78,66,4.05
348,Yazoo City,US,2023-01-06 04:13:35,32.8551,-90.4056,43.92,73,0,5.97
349,Oum Hadjer,TD,2023-01-06 04:13:35,13.2954,19.6966,63.54,29,27,9.13
350,Nawashahr,IN,2023-01-06 04:12:40,31.1167,76.1333,48.9,36,2,2.71
351,Umm Kaddadah,SD,2023-01-06 04:13:36,13.6017,26.6876,55.53,42,5,16.33
352,Kahului,US,2023-01-06 04:13:36,20.8947,-156.47,76.84,85,20,11.5
353,Waipawa,NZ,2023-01-06 04:13:37,-41.4122,175.5153,68.11,79,100,4.03
354,Erzin,TR,2023-01-06 04:13:37,36.9559,36.2,49.17,76,48,3.65
355,Bandarbeyla,SO,2023-01-06 04:13:38,9.4942,50.8122,76.35,72,31,15.1
356,Kasamwa,TZ,2023-01-06 04:13:38,-2.85,32.4333,63.28,76,29,2.3
357,Chernyshevskiy,RU,2023-01-06 04:12:20,63.0128,112.4714,-19.61,97,100,3.04
358,Husavik,IS,2023-01-06 04:13:39,66.0449,-17.3389,23.58,88,100,10.42
359,Billings,US,2023-01-06 04:10:00,45.7833,-108.5007,32.5,63,100,8.05
360,Port Blair,IN,2023-01-06 04:13:39,11.6667,92.75,84.24,70,20,11.5
361,Mao,ES,2023-01-06 04:13:40,39.8885,4.2658,48.76,100,40,4.61
362,Vila Velha,BR,2023-01-06 04:13:40,-20.3297,-40.2925,78.75,93,40,12.66
363,Havelock,US,2023-01-06 04:13:41,34.8791,-76.9013,58.95,80,0,9.22
364,Dongsheng,CN,2023-01-06 04:13:42,39.8161,109.9776,24.39,34,0,20.65
365,Coihaique,CL,2023-01-06 04:11:50,-45.5752,-72.0662,65.01,63,0,1.14
366,Inuvik,CA,2023-01-06 04:10:32,68.3499,-133.7218,-11.36,99,82,3.62
367,Skjervoy,NO,2023-01-06 04:13:43,70.0311,20.9714,17.6,54,66,8.16
368,Taoudenni,ML,2023-01-06 04:14:44,22.6783,-3.9836,59.88,28,83,11.7
369,Phangnga,TH,2023-01-06 04:14:44,8.4509,98.5298,86.04,50,23,6.22
370,Lewistown,US,2023-01-06 04:14:45,40.5992,-77.5714,41.72,93,75,0.0
371,Dakar,SN,2023-01-06 04:14:45,14.6937,-17.4441,73.72,64,100,14.61
372,Czersk,PL,2023-01-06 04:14:46,53.7959,17.9765,31.46,69,100,4.38
373,Sistranda,NO,2023-01-06 04:14:46,63.7256,8.834,30.16,67,100,24.99
374,Kyren,RU,2023-01-06 04:12:18,51.6828,102.1408,17.6,74,18,3.78
375,Kajaani,FI,2023-01-06 04:14:47,64.2273,27.7285,8.65,85,100,0.0
376,Nemuro,JP,2023-01-06 04:14:48,43.3236,145.575,30.07,62,66,19.66
377,Raudeberg,NO,2023-01-06 04:14:48,61.9875,5.1352,35.87,67,100,19.95
378,Babol,IR,2023-01-06 04:14:49,36.5513,52.679,46.29,84,9,4.07
379,Lumphat,KH,2023-01-06 04:14:49,13.4878,106.9816,70.39,79,100,1.88
380,Garden City,US,2023-01-06 04:14:50,42.3256,-83.331,35.15,92,75,9.22
381,Manta,EC,2023-01-06 04:14:50,-0.95,-80.7333,75.99,70,100,12.35
382,Tocopilla,CL,2023-01-06 04:14:51,-22.092,-70.1979,70.03,67,2,1.99
383,Mitoc,RO,2023-01-06 04:14:51,48.1,27.0333,42.71,72,97,25.79
384,Oytal,KZ,2023-01-06 04:14:52,42.9057,73.2697,41.14,69,100,7.29
385,Paraipaba,BR,2023-01-06 04:14:52,-3.4394,-39.1483,76.08,84,29,4.94
386,Florianopolis,BR,2023-01-06 04:13:54,-27.6146,-48.5012,67.62,86,20,4.61
387,Hvolsvollur,IS,2023-01-06 04:14:53,63.7533,-20.2243,18.66,89,98,4.61
388,Udachnyy,RU,2023-01-06 04:14:53,66.4167,112.4,-51.12,100,90,3.38
389,Cabedelo,BR,2023-01-06 04:14:54,-6.9811,-34.8339,75.87,77,11,7.65
390,Troy,US,2023-01-06 04:10:55,42.6056,-83.1499,34.9,90,100,4.61
391,Gumdag,TM,2023-01-06 04:14:55,39.2061,54.5906,40.62,74,77,7.25
392,Port Keats,AU,2023-01-06 04:14:55,-14.25,129.55,85.35,71,86,19.04
393,Inirida,CO,2023-01-06 04:14:55,3.8653,-67.9239,75.4,80,78,1.32
394,Vancouver,CA,2023-01-06 04:14:50,49.2497,-123.1193,50.09,80,100,15.01
395,Businga,CD,2023-01-06 04:14:56,3.3333,20.8833,68.68,57,100,0.98
396,Yola,NG,2023-01-06 04:14:57,9.2,12.4833,67.86,35,73,0.87
397,Aykhal,RU,2023-01-06 04:14:57,66.0,111.5,-41.67,100,96,4.38
398,Copiapo,CL,2023-01-06 04:14:57,-27.3667,-70.3333,60.49,67,0,0.81
399,Misratah,LY,2023-01-06 04:14:58,32.3754,15.0925,59.07,68,6,8.61
400,Sisimiut,GL,2023-01-06 04:14:58,66.9395,-53.6735,9.25,66,18,8.97
401,Ust-Karsk,RU,2023-01-06 04:14:59,52.7011,118.8077,-5.64,91,72,1.92
402,Ginda,IN,2023-01-06 04:15:00,30.6945,78.4932,55.78,8,0,2.68
403,Kisangani,CD,2023-01-06 04:14:04,0.5167,25.2,68.58,88,100,1.54
404,Samarai,PG,2023-01-06 04:15:00,-10.6167,150.6667,85.06,70,47,4.97
405,Mayo,US,2023-01-06 04:15:01,38.8876,-76.5119,52.0,84,75,10.36
406,Quatre Cocos,MU,2023-01-06 04:15:01,-20.2078,57.7625,82.09,73,69,15.86
407,Nakamura,JP,2023-01-06 04:15:02,32.9833,132.9333,54.7,41,16,6.76
408,Auki,SB,2023-01-06 04:15:02,-8.7676,160.7034,82.22,83,58,7.31
409,Baicheng,CN,2023-01-06 04:15:03,45.6167,122.8167,9.82,50,0,9.31
410,Sao Jose Da Coroa Grande,BR,2023-01-06 04:15:03,-8.8978,-35.1478,76.6,83,33,7.02
411,Weinan,CN,2023-01-06 04:15:04,34.5036,109.5089,54.5,15,0,8.9
412,Bourges,FR,2023-01-06 04:15:04,47.25,2.4167,47.79,83,100,5.57
413,Vardo,NO,2023-01-06 04:15:05,70.3705,31.1107,31.98,100,100,23.02
414,Nagua,DO,2023-01-06 04:16:05,19.3832,-69.8474,72.0,90,80,4.99
415,Abnub,EG,2023-01-06 04:16:06,27.2696,31.1511,50.99,72,0,5.53
416,Bathsheba,BB,2023-01-06 04:16:06,13.2167,-59.5167,77.61,83,40,24.16
417,Morondava,MG,2023-01-06 04:16:07,-20.2833,44.2833,78.06,76,90,5.61
418,Westport,US,2023-01-06 04:11:59,41.1415,-73.3579,45.28,87,100,8.05
419,Kandi,BJ,2023-01-06 04:16:08,11.1342,2.9386,67.77,28,96,5.3
420,Guayaramerin,BO,2023-01-06 04:16:08,-10.8368,-65.3614,69.48,99,100,1.23
421,Hanzhong,CN,2023-01-06 04:16:09,33.0728,107.0303,50.81,48,0,1.19
422,Narsaq,GL,2023-01-06 04:16:09,60.9167,-46.05,32.22,57,83,19.15
423,Chapais,CA,2023-01-06 04:16:10,49.7834,-74.8492,10.18,95,100,6.91
424,Salalah,OM,2023-01-06 04:16:10,17.0151,54.0924,75.29,69,75,4.61
425,Kampene,CD,2023-01-06 04:16:11,-3.6,26.6667,65.35,98,81,1.66
426,Turochak,RU,2023-01-06 04:16:11,52.2576,87.1224,30.81,99,100,3.15
427,Mumford,GH,2023-01-06 04:16:12,5.2618,-0.759,77.45,84,88,6.64
428,Srandakan,ID,2023-01-06 04:16:12,-7.9386,110.2506,81.57,78,99,11.18
429,Thunder Bay,CA,2023-01-06 04:15:30,48.4001,-89.3168,-3.93,91,66,5.35
430,Surenavan,AM,2023-01-06 04:16:13,39.75,44.8,32.72,42,0,5.7
431,Mahajanga,MG,2023-01-06 04:16:13,-15.7167,46.3167,78.82,83,20,4.61
432,Huzhou,CN,2023-01-06 04:16:02,30.8703,120.0933,56.12,43,3,10.94
433,Maningrida,AU,2023-01-06 04:16:14,-12.0667,134.2667,85.5,71,97,16.46
434,Kayes,ML,2023-01-06 04:16:15,14.0,-11.0,69.06,16,100,4.74
435,Bonavista,CA,2023-01-06 04:16:16,48.6499,-53.1147,22.28,70,49,15.48
436,Pampa,US,2023-01-06 04:14:16,35.5362,-100.9599,43.75,52,0,17.27
437,Berlevag,NO,2023-01-06 04:16:16,70.8578,29.0864,35.6,87,100,27.63
438,Shelopugino,RU,2023-01-06 04:16:17,51.6514,117.5599,-2.15,88,76,0.85
439,Olafsvik,IS,2023-01-06 04:16:17,64.8945,-23.7142,28.85,82,85,8.41
440,Luwuk,ID,2023-01-06 04:16:18,-0.9516,122.7875,87.28,62,100,2.1
441,Puerto Baquerizo Moreno,EC,2023-01-06 04:16:18,-0.9,-89.6,72.54,87,13,9.57
442,Nome,US,2023-01-06 04:12:25,64.5011,-165.4064,21.27,86,100,12.66
443,Stabat,ID,2023-01-06 04:16:19,3.761,98.4513,89.26,61,100,3.87
444,Camacha,PT,2023-01-06 04:16:20,33.0833,-16.3333,56.62,77,0,2.3
445,Hermiston,US,2023-01-06 04:16:20,45.8404,-119.2895,41.81,93,0,4.61
446,Gamba,GA,2023-01-06 04:16:21,-2.65,10.0,74.32,92,83,1.99
447,Honiara,SB,2023-01-06 04:16:21,-9.4333,159.95,84.27,76,54,5.26
448,Sovetskiy,RU,2023-01-06 04:16:21,61.3614,63.5842,-22.14,100,78,3.91
449,Mange,SL,2023-01-06 04:16:22,8.9167,-12.85,68.47,92,46,0.09
450,Yuli,NG,2023-01-06 04:16:23,9.6989,10.2744,65.86,32,68,7.72
451,Isla Mujeres,MX,2023-01-06 04:16:23,21.2311,-86.731,73.45,77,2,9.1
452,Itapirapua,BR,2023-01-06 04:12:21,-15.8233,-50.6133,70.86,96,91,0.07
453,Galle,LK,2023-01-06 04:16:24,6.0367,80.217,80.33,76,31,3.15
454,Cayenne,GF,2023-01-06 04:16:25,4.9333,-52.3333,73.44,94,100,2.3
455,Fallon,US,2023-01-06 04:16:25,39.4735,-118.7774,39.07,91,100,5.75
456,Banda Aceh,ID,2023-01-06 04:16:26,5.5577,95.3222,83.35,68,91,6.51
457,Hollister,US,2023-01-06 04:16:26,36.8525,-121.4016,51.49,90,22,0.0
458,Simbahan,PH,2023-01-06 04:16:27,6.3032,120.5836,81.54,78,98,3.47
459,Ballina,AU,2023-01-06 04:16:27,-28.8667,153.5667,73.78,85,88,18.21
460,Gardenstown,GB,2023-01-06 04:17:28,57.671,-2.336,43.12,67,41,26.02
461,Mendi,PG,2023-01-06 04:17:28,-6.1761,143.6513,65.01,82,94,5.06
462,Kamaishi,JP,2023-01-06 04:17:29,39.2667,141.8833,38.82,51,64,6.78
463,Sabang,ID,2023-01-06 04:17:12,5.8933,95.3214,81.43,75,38,12.71
464,Dauriya,RU,2023-01-06 04:17:30,49.9333,116.8667,-9.15,90,84,2.01
465,Giulianova,IT,2023-01-06 04:17:30,42.7612,13.9537,50.0,80,0,3.8
466,Hangu,CN,2023-01-06 04:17:31,39.2489,117.7892,44.64,25,0,16.58
467,Port Augusta,AU,2023-01-06 04:17:31,-32.5,137.7667,88.9,20,0,12.84
468,Ishim,RU,2023-01-06 04:17:32,56.1128,69.4902,-12.73,99,98,1.32
469,Moose Factory,CA,2023-01-06 04:17:32,51.2585,-80.6094,-11.22,84,0,2.3
470,Soyo,AO,2023-01-06 04:17:33,-6.1349,12.3689,76.26,84,100,2.28
471,Sorland,NO,2023-01-06 04:17:33,67.667,12.6934,29.35,60,0,28.86
472,Kuminskiy,RU,2023-01-06 04:17:34,58.6667,66.5667,-19.19,100,54,3.31
473,Roma,US,2023-01-06 04:17:34,43.2128,-75.4557,39.67,89,100,0.0
474,Sainte-Martine,CA,2023-01-06 04:17:35,45.2501,-73.7992,28.65,95,100,0.0
475,San Carlos De Bariloche,AR,2023-01-06 04:16:59,-41.1456,-71.3082,64.15,59,0,17.27
476,Nuevo Progreso,MX,2023-01-06 04:17:35,23.1667,-97.95,64.47,91,0,2.71
477,Khandyga,RU,2023-01-06 04:17:36,62.6667,135.6,-24.38,99,100,1.86
478,Carupano,VE,2023-01-06 04:17:36,10.6678,-63.2585,73.92,92,70,7.7
479,Magadan,RU,2023-01-06 04:17:37,59.5667,150.8,-7.47,75,17,7.0
480,Sungaipenuh,ID,2023-01-06 04:17:37,-2.0833,101.3833,75.54,71,85,4.05
481,Mubi,NG,2023-01-06 04:17:38,10.2676,13.2644,63.39,36,95,2.44
482,Antofagasta,CL,2023-01-06 04:17:38,-23.65,-70.4,65.48,76,5,2.73
483,San Cristobal,VE,2023-01-06 04:17:39,7.7669,-72.225,66.38,83,97,1.19
484,Seddon,AU,2023-01-06 04:17:39,-37.8068,144.8916,80.56,39,0,9.22
485,Ponta Delgada,PT,2023-01-06 04:17:40,37.7333,-25.6667,59.72,77,20,14.97
486,Angatuba,BR,2023-01-06 04:17:40,-23.4897,-48.4128,61.23,90,100,10.92
487,Saryg-Sep,RU,2023-01-06 04:17:41,51.5,95.6,7.88,84,96,1.3
488,Namatanai,PG,2023-01-06 04:17:42,-3.6667,152.4333,83.75,75,65,6.2
489,Juegang,CN,2023-01-06 04:17:42,32.3174,121.1855,56.98,49,31,13.44
490,Omboue,GA,2023-01-06 04:17:42,-1.5746,9.2618,76.14,90,89,5.26
491,Pareora,NZ,2023-01-06 04:17:44,-44.4871,171.2132,69.19,91,96,12.84
492,Vychegodskiy,RU,2023-01-06 04:17:44,61.247,46.8984,-14.58,98,96,4.56
493,Banes,CU,2023-01-06 04:17:45,20.9625,-75.7186,76.08,82,2,10.83
494,Nanortalik,GL,2023-01-06 04:17:46,60.1432,-45.2371,26.01,68,89,16.31
495,Oxford,GB,2023-01-06 04:14:26,51.7522,-1.256,45.48,89,20,8.05
496,Jumla,NP,2023-01-06 04:17:46,29.2747,82.1838,48.47,8,0,4.03
497,Ocos,GT,2023-01-06 04:17:47,14.5094,-92.1933,75.38,80,0,4.25
498,Conakry,GN,2023-01-06 04:17:47,9.538,-13.6773,76.62,76,24,7.96
499,Rio Grande,BR,2023-01-06 04:17:48,-32.035,-52.0986,69.76,80,1,13.73
500,Dandong,CN,2023-01-06 04:17:48,40.1292,124.3947,29.82,81,100,3.94
501,Bowen,AU,2023-01-06 04:17:48,-20.0167,148.2333,71.38,89,99,19.17
502,Viedma,AR,2023-01-06 04:17:13,-40.8135,-62.9967,71.55,57,34,17.74
503,Buala,SB,2023-01-06 04:17:49,-8.145,159.5921,83.64,77,38,7.16
504,Sindal,DK,2023-01-06 04:17:50,57.4712,10.2031,37.13,96,100,21.25
505,Dicabisagan,PH,2023-01-06 04:17:50,17.0818,122.4157,75.36,87,100,8.81
506,Saint-Joseph,RE,2023-01-06 04:17:50,-21.3667,55.6167,80.98,77,71,11.68
507,Hambantota,LK,2023-01-06 04:18:51,6.1241,81.1185,81.19,70,37,12.01
508,Kinablangan,PH,2023-01-06 04:18:51,7.6947,126.5503,83.17,72,99,9.51
509,Paraopeba,BR,2023-01-06 04:18:52,-19.2757,-44.4033,67.15,99,100,2.08
510,Jadu,LY,2023-01-06 04:18:52,31.953,12.0261,44.78,61,0,2.73
511,Xining,CN,2023-01-06 04:18:53,36.6167,101.7667,31.48,17,0,2.44
512,Vaitape,PF,2023-01-06 04:18:53,-16.5167,-151.75,81.48,67,21,8.34
513,Marau,BR,2023-01-06 04:18:54,-28.4492,-52.2,60.66,71,0,5.99
514,Tabas,IR,2023-01-06 04:18:54,33.5959,56.9244,47.23,69,89,1.34
515,Taunggyi,MM,2023-01-06 04:18:55,20.7833,97.0333,70.86,46,7,1.39
516,Roald,NO,2023-01-06 04:18:55,62.5833,6.1333,38.32,80,100,21.85
517,Juneau,US,2023-01-06 04:18:56,58.3019,-134.4197,36.21,97,100,0.0
518,Lahan,NP,2023-01-06 04:18:56,26.7296,86.4951,65.68,43,0,6.46
519,Lucea,JM,2023-01-06 04:18:57,18.451,-78.1736,78.66,78,0,4.34
520,Acapulco,MX,2023-01-06 04:17:36,16.8634,-99.8901,76.82,88,0,0.0
521,Abu Samrah,SY,2023-01-06 04:18:57,35.3029,37.1841,47.68,82,79,4.7
522,Salgueiro,BR,2023-01-06 04:18:58,-8.0742,-39.1192,74.41,45,65,4.27
523,College,US,2023-01-06 04:14:05,64.8569,-147.8028,-5.85,81,75,0.0
524,Impfondo,CG,2023-01-06 04:18:58,1.6381,18.0667,69.17,93,86,2.98
525,Saint-Omer,FR,2023-01-06 04:18:59,50.75,2.1667,53.24,80,100,19.71
526,Uribia,CO,2023-01-06 04:18:59,11.7139,-72.266,77.41,78,0,12.86
527,Karpathos,GR,2023-01-06 04:19:00,35.507,27.2132,57.16,77,1,10.36
528,Palmas,BR,2023-01-06 04:17:46,-10.2128,-48.3603,77.99,21,75,3.44
529,Namibe,AO,2023-01-06 04:19:00,-15.1961,12.1522,70.79,79,76,9.24
530,Touros,BR,2023-01-06 04:19:01,-5.1989,-35.4608,78.15,79,7,9.86
531,Cap Malheureux,MU,2023-01-06 04:19:01,-19.9842,57.6142,82.47,66,26,14.0
532,Oistins,BB,2023-01-06 04:19:02,13.0667,-59.5333,77.09,83,40,24.16
533,Verkhovazhye,RU,2023-01-06 04:19:02,60.7472,42.0465,-13.54,99,100,4.81
534,Terlizzi,IT,2023-01-06 04:19:03,41.1311,16.5453,46.13,95,0,6.91
535,Tamala,RU,2023-01-06 04:19:03,52.541,43.2515,17.78,93,100,15.95
536,Manyana,BW,2023-01-06 04:19:04,-23.4,21.7167,66.74,35,21,7.49
537,Camargo,MX,2023-01-06 04:19:04,27.6667,-105.1667,58.15,21,0,8.5
538,Bugas,PH,2023-01-06 04:19:05,9.898,123.4049,83.37,73,47,9.69
539,Bushehr,IR,2023-01-06 04:19:05,28.9684,50.8385,53.69,94,40,4.61
540,Marystown,CA,2023-01-06 04:19:06,47.1666,-55.1483,25.23,53,100,3.42
541,Portland,US,2023-01-06 04:17:16,45.5234,-122.6762,52.43,90,75,11.01
542,Murdochville,CA,2023-01-06 04:19:07,48.9583,-65.5006,11.28,89,99,3.4
543,Barcelos,PT,2023-01-06 04:19:07,41.5388,-8.6151,47.91,81,57,4.16
544,Barra Patuca,HN,2023-01-06 04:19:08,15.8,-84.2833,76.28,77,0,7.29
545,Hofn,IS,2023-01-06 04:19:09,64.2539,-15.2082,31.23,80,100,13.85
546,Douglas,US,2023-01-06 04:19:09,41.3,-96.167,26.58,86,0,5.75
547,Hof,DE,2023-01-06 04:19:10,50.3167,11.9167,46.45,94,100,8.05
548,Senneterre,CA,2023-01-06 04:19:11,48.3835,-77.2328,22.21,97,100,4.21
549,Tongliao,CN,2023-01-06 04:19:11,43.6125,122.2653,20.43,41,97,9.71
550,Wuwei,CN,2023-01-06 04:19:12,37.9281,102.6414,43.39,13,0,2.48
551,Kenora,CA,2023-01-06 04:15:17,49.8167,-94.4337,0.91,94,21,1.3
